sequenceID	lineage	clade	length	pubmed_id	isolate_data.country	isolate_data.place_sampled	isolate_data.sampled_host_sci_name	isolate_data.collection_year	isolate_data.collection_month	isolate_data.collection_month_day
MT840690	1	A	10945	-	-	-	-	-	-	-
MT863560	2	-	10997	33143300	France	-	Buteo buteo	2018	SEP	8
MT863561	2	-	10995	33143300	France	-	Accipiter gentilis	2018	OCT	6
MT905060	1	A	10893	33681933	Brazil	"Espirito Santo state, Joao Neiva municipality"	Equus caballus	2019	JUN	13
MT967988	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT967989	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT967990	1	A	10302	33143358	USA	-	mosquito	2015	-	-
MT967991	1	A	10302	33143358	USA	-	mosquito	2015	-	-
MT967992	1	A	10302	33143358	USA	-	mosquito	2014	-	-
MT967993	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT967994	1	A	10302	33143358	USA	-	mosquito	2015	-	-
MT967995	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT967996	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT967997	1	A	10302	33143358	USA	-	mosquito	2014	-	-
MT967998	1	A	10302	33143358	USA	-	mosquito	2014	-	-
MT967999	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT968000	1	A	10302	33143358	USA	-	mosquito	2015	-	-
MT968001	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT968002	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968003	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT968004	1	A	10302	33143358	USA	-	mosquito	2014	-	-
MT968005	1	A	10302	33143358	USA	-	mosquito	2016	-	-
MT968006	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT968007	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968008	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT968009	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968010	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968011	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968012	1	A	10302	33143358	USA	-	mosquito	2016	-	-
MT968013	1	A	10302	33143358	USA	-	mosquito	2015	-	-
MT968014	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968015	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968016	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968017	1	A	10302	33143358	USA	-	mosquito	2016	-	-
MT968018	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT968019	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968020	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT968021	1	A	10302	33143358	USA	-	mosquito	2013	-	-
MT968022	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968023	1	A	10302	33143358	USA	-	mosquito	2016	-	-
MT968024	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT968025	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MT968026	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968027	1	A	10302	33143358	USA	-	mosquito	2016	-	-
MT968028	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968029	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968030	1	A	10302	33143358	USA	-	mosquito	2018	-	-
MT968031	1	A	10302	33143358	USA	-	mosquito	2016	-	-
MT968032	1	A	10302	33143358	USA	-	mosquito	2017	-	-
MW036633	2	-	10790	33034280	Netherlands	-	Culex	2020	-	-
MW036634	2	-	10979	33034280	Netherlands	-	Culex	2020	-	-
MW383507	-	-	10671	-	Namibia	-	Culex univittatus	2020	-	-
MW383508	2	-	10886	-	Namibia	-	Culex univittatus	2020	-	-
MW420987	1	A	10960	-	Brazil	Piaui	Equus caballus	2020	AUG	21
MW420988	1	A	10801	-	Brazil	Sao Paulo	Equus caballus	2019	JUL	30
MW420989	1	A	10795	-	Brazil	Minas Gerais	Equus caballus	2018	JUL	11
MW561633	2	-	10964	33920598	Slovakia	-	Strix nebulosa lapponica	2018	NOV	16
MW627239	1	A	10989	-	Italy	Campania region	Accipiter gentilis	2020	OCT	1
MW751834	2	-	10923	-	Serbia	Temerin	Culex pipiens	2018	JUL	12
MW751835	2	-	10923	-	Serbia	Subotica	long-eared owl	2018	AUG	28
MW751836	2	-	10941	-	Serbia	Mali Idjos	Culex pipiens	2015	AUG	10
MW751837	2	-	10941	-	Serbia	Curug	common kestrel	2018	JUN	25
MW751838	2	-	10941	-	Serbia	Belgrade	bird	2018	OCT	16
MW751839	2	-	10941	-	Serbia	Novi Sad	Culex pipiens	2020	SEP	15
MW751840	2	-	10941	-	Serbia	Novi Sad	Culex pipiens	2020	SEP	15
MW751841	2	-	10923	-	Serbia	Novi Becej	Culex pipiens	2018	JUL	24
MW751842	2	-	10941	-	Serbia	Subotica	Culex pipiens	2018	JUL	12
MW751843	2	-	10923	-	Serbia	Karavukovo	Culex pipiens	2018	JUL	26
MW751844	2	-	10923	-	Serbia	Sombor	Culex pipiens	2018	JUL	12
MW751845	2	-	10941	-	Serbia	Opovo	Culex pipiens	2018	JUL	12
MW751846	2	-	10941	-	Serbia	Subotica	Culex pipiens	2018	JUL	12
MW835351	1	A	10252	-	Italy	-	magpie	2008	-	-
MW835352	1	A	10252	-	Italy	-	donkey	2008	-	-
MW835353	1	A	10252	-	Italy	-	Equus caballus	2008	-	-
MW835354	1	A	10252	-	Italy	-	Equus caballus	2008	-	-
MW835355	1	A	10302	-	Italy	-	magpie	2009	-	-
MW835356	1	A	10252	-	Italy	-	magpie	2011	-	-
MW835357	1	A	10252	-	Italy	-	owl	2011	-	-
MW835358	1	A	10252	-	Italy	-	carrion crow	2011	-	-
MW835359	1	A	10252	-	Italy	-	chicken	2011	-	-
MW835360	1	A	10252	-	Italy	-	eurasian jay	2011	-	-
MW835361	1	A	10252	-	Italy	-	Equus caballus	2011	-	-
MW835362	1	A	10302	-	Italy	-	owl	2011	-	-
MW835363	1	A	10252	-	Italy	-	chicken	2011	-	-
MW835364	1	A	10302	-	Italy	-	magpie	2012	-	-
MW862073	2	-	10305	34715462	Italy	-	Accipiter gentilis	2012	-	-
MW862074	2	-	10255	34715462	Italy	-	Accipiter gentilis	2013	-	-
MW862075	2	-	10255	34715462	Italy	-	magpie	2015	-	-
MW862076	2	-	10255	34715462	Italy	-	magpie	2015	-	-
MW862077	2	-	10255	34715462	Italy	-	magpie	2015	-	-
MW862078	2	-	10255	34715462	Italy	-	owl	2015	-	-
MW862079	2	-	10255	34715462	Italy	-	Culex pipiens	2015	-	-
MW862080	2	-	10255	34715462	Italy	-	Accipiter gentilis	2015	-	-
MW862081	2	-	10255	34715462	Italy	-	crow	2015	-	-
MW862082	2	-	10255	34715462	Italy	-	crow	2015	-	-
MW862083	2	-	10255	34715462	Italy	-	Accipiter gentilis	2015	-	-
MW862084	2	-	10255	34715462	Italy	-	magpie	2015	-	-
MW862085	2	-	10255	34715462	Italy	-	magpie	2015	-	-
MW862086	2	-	10255	34715462	Italy	-	sparrowhawk	2016	-	-
MW862087	2	-	10305	34715462	Italy	-	magpie	2017	-	-
MW862088	2	-	10255	34715462	Italy	-	magpie	2017	-	-
MW862089	2	-	10255	34715462	Italy	-	crow	2017	-	-
MW862090	2	-	10305	34715462	Italy	-	swift	2018	-	-
MW862091	2	-	10305	34715462	Italy	-	magpie	2018	-	-
MW862092	2	-	10305	34715462	Italy	-	swallow	2018	-	-
MW862093	2	-	10305	34715462	Italy	-	Accipiter gentilis	2018	-	-
MW862094	2	-	10305	34715462	Italy	-	spectacled warbler	2018	-	-
MW862095	2	-	10305	34715462	Italy	-	hooded crow	2018	-	-
MW862096	2	-	10305	34715462	Italy	-	Accipiter gentilis	2018	-	-
MW862097	2	-	10305	34715462	Italy	-	Accipiter gentilis	2018	-	-
MW862098	2	-	10305	34715462	Italy	-	hooded crow	2018	-	-
MW862099	2	-	10305	34715462	Italy	-	hooded crow	2018	-	-
MW862100	2	-	10305	34715462	Italy	-	hooded crow	2018	-	-
MW862101	2	-	10305	34715462	Italy	-	Accipiter gentilis	2018	-	-
MW862102	2	-	10305	34715462	Italy	-	magpie	2019	-	-
MW862103	2	-	10305	34715462	Italy	-	Accipiter gentilis	2019	-	-
MW862104	2	-	10305	34715462	Italy	-	tawny owl	2019	-	-
MW862105	2	-	10305	34715462	Italy	-	hooded crow	2019	-	-
MW862106	2	-	10305	34715462	Italy	-	Culex pipiens	2019	-	-
MW862107	2	-	10305	34715462	Italy	-	hooded crow	2019	-	-
MW862108	2	-	10305	34715462	Italy	-	hooded crow	2020	-	-
MW915462	1	A	10919	34812592	Spain	"Manilva, Malaga"	Accipiter gentilis	2017	-	-
MZ190464	2	-	10688	-	Kosovo	-	Homo sapiens	2018	-	-
MZ190465	2	-	10500	-	Kosovo	-	Homo sapiens	2018	-	-
MZ190466	2	-	10871	-	Kosovo	-	Homo sapiens	2018	-	-
MZ190467	2	-	10762	-	Kosovo	-	Homo sapiens	2018	-	-
MZ268007	2	-	10816	-	Netherlands	-	Culex sp.	2020	-	-
MZ964751	2	-	10305	34850584	Germany	-	Homo sapiens	2021	-	-
MZ964752	2	-	10305	34850584	Germany	-	Homo sapiens	2021	-	-
MZ964753	2	-	10305	34850584	Germany	-	Homo sapiens	2021	-	-
NC_001563	2	-	10962	19906906	-	-	-	-	-	-
OK129329	2	-	10966	-	Hungary	Enying	Homo sapiens	2016	-	-
OK129330	2	-	10966	-	Hungary	Kisujszallas	Homo sapiens	2016	-	-
OK129331	2	-	10966	-	Hungary	Matyasdomb	Homo sapiens	2015	-	-
OK129332	2	-	10966	-	Hungary	Dunaujvaros	Homo sapiens	2015	-	-
OK129333	2	-	10966	-	Hungary	Szentmartonkata	Homo sapiens	2017	-	-
OK129334	2	-	10966	-	Hungary	Tisza	Homo sapiens	2017	-	-
OK129335	2	-	10966	-	Hungary	Martfu	Homo sapiens	2017	-	-
OK129336	2	-	10966	-	Hungary	Tahitotfalu	Homo sapiens	2017	-	-
OK239658	2	-	10966	-	Hungary	Hajduszoboszlo	Homo sapiens	2018	-	-
OK239659	2	-	10966	-	Hungary	Kecskemet	Homo sapiens	2018	-	-
OK239660	2	-	10966	-	Hungary	Budapest	Homo sapiens	2018	-	-
OK239661	2	-	10966	-	Hungary	Oroshaza	Homo sapiens	2018	-	-
OK239662	2	-	10966	-	Hungary	Kiskunhalas	Homo sapiens	2018	-	-
OK239663	2	-	10966	-	Hungary	Nyiregyhaza	Homo sapiens	2018	-	-
OK239664	2	-	10966	-	Hungary	Dunaujvaros	Homo sapiens	2018	-	-
OK239665	2	-	10966	-	Hungary	Debrecen	Homo sapiens	2018	-	-
OK239666	2	-	10966	-	Hungary	Bekescsaba	Homo sapiens	2018	-	-
OK239667	2	-	10966	-	Hungary	Kiskunmajsa	Homo sapiens	2018	-	-
OK239668	2	-	10966	-	Hungary	Jaszbereny	Homo sapiens	2018	-	-
OK239669	2	-	10943	-	Hungary	Jaszkiser	Homo sapiens	2017	-	-
OK239670	2	-	10966	-	Hungary	Hajduszoboszlo	Homo sapiens	2018	-	-
OK239671	2	-	10966	-	Hungary	Ujtelek	Homo sapiens	2018	-	-
OK239672	2	-	10966	-	Hungary	Tiszaluc	Homo sapiens	2018	-	-
OK572999	-	-	10900	-	-	-	-	-	-	-
OK573258	1	A	10748	-	USA	MD	Homo sapiens	-	-	-
OK573260	-	-	7837	-	USA	MD	Homo sapiens	-	-	-
OK573263	-	-	10997	-	USA	MD	Homo sapiens	-	-	-
OK573264	1	A	10951	-	USA	MD	Homo sapiens	-	-	-
OK573266	1	A	10982	-	USA	MD	Homo sapiens	-	-	-
OK573267	1	A	10901	-	USA	MD	Homo sapiens	-	-	-
OK573268	1	A	10649	-	USA	MD	Homo sapiens	-	-	-
OK573270	1	A	10871	-	USA	MD	Homo sapiens	-	-	-
OK573276	1	A	10961	-	USA	MD	Homo sapiens	-	-	-
OK573277	-	-	10948	-	USA	MD	Homo sapiens	-	-	-
OL840871	2	-	10979	-	Greece	-	Homo sapiens	2018	-	-
OL840872	2	-	10978	-	Greece	-	Homo sapiens	2018	-	-
OL840873	2	-	10930	-	Greece	-	Homo sapiens	2018	-	-
OL840874	2	-	10752	-	Greece	-	Homo sapiens	2019	-	-
OL840875	2	-	10752	-	Greece	-	Homo sapiens	2019	-	-
OL840876	2	-	10978	-	Greece	-	Homo sapiens	2019	-	-
OL840877	2	-	10949	-	Greece	-	Homo sapiens	2019	-	-
OL840878	2	-	10979	-	Greece	-	Homo sapiens	2019	-	-
OL840879	2	-	10978	-	Greece	-	Homo sapiens	2019	-	-
OL840880	2	-	10978	-	Greece	-	Homo sapiens	2020	-	-
OL840881	2	-	10978	-	Greece	-	Homo sapiens	2020	-	-
OL840882	2	-	10979	-	Greece	-	Homo sapiens	2020	-	-
OL840883	2	-	10997	-	Greece	-	Culex_pipiens	2019	-	-
OL840884	2	-	10702	-	Greece	-	Culex_pipiens	2019	-	-
OL840885	2	-	10997	-	Greece	-	Culex_pipiens	2019	-	-
OL840886	2	-	10997	-	Greece	-	Culex_pipiens	2020	-	-
OL840887	2	-	10997	-	Greece	-	Culex_pipiens	2020	-	-
OL840888	2	-	10998	-	Greece	-	Culex_pipiens	2020	-	-
OL840889	2	-	10997	-	Greece	-	Culex_pipiens	2020	-	-
OL840890	2	-	10826	-	Greece	-	Culex_pipiens	2020	-	-
OL840891	2	-	10697	-	Greece	-	Culex_pipiens	2020	-	-
OL840892	2	-	10702	-	Greece	-	Culex_pipiens	2020	-	-
OL840893	2	-	10997	-	Greece	-	Culex_pipiens	2020	-	-
OL840894	2	-	10997	-	Greece	-	Culex_pipiens	2021	-	-
OL840895	2	-	10997	-	Greece	-	Culex_pipiens	2021	-	-
OL840896	2	-	10997	-	Greece	-	Culex_pipiens	2021	-	-
OL840897	2	-	10997	-	Greece	-	Culex_pipiens	2021	-	-
OL840898	2	-	10997	-	Greece	-	Culex_pipiens	2021	-	-
OL840899	2	-	10997	-	Greece	-	Culex_pipiens	2021	-	-
OM037670	2	-	10972	35336976	Spain	"Lerida, Catalonia"	Accipiter gentilis	2017	-	-
OM037671	2	-	10957	35336976	Spain	"Lerida, Catalonia"	Accipiter gentilis	2020	-	-
OM037672	2	-	10975	35336976	Spain	"Tarragona, Catalonia"	Accipiter gentilis	2020	-	-
OM037673	2	-	10973	35336976	Spain	"Tarragona, Catalonia"	Accipiter gentilis	2020	-	-
OM202904	-	-	10977	-	USA	-	-	-	-	-
OM202905	-	-	10937	-	USA	-	-	-	-	-
OM202906	-	-	10976	-	USA	-	-	-	-	-
OM202907	-	-	10929	-	USA	-	-	-	-	-
OM202909	-	-	10979	-	USA	-	-	-	-	-
OM202910	-	-	10956	-	USA	-	-	-	-	-
OM202911	-	-	10971	-	USA	-	-	-	-	-
OM202913	-	-	10737	-	USA	-	-	-	-	-
OM202915	-	-	10840	-	USA	-	-	-	-	-
OM202916	1	A	10987	-	USA	-	-	-	-	-
OM202917	-	-	10756	-	USA	-	-	-	-	-
OM202919	-	-	10938	-	USA	-	-	-	-	-
OM202920	-	-	10956	-	USA	-	-	-	-	-
OM202921	1	A	10973	-	USA	-	-	-	-	-
OM202923	-	-	10971	-	USA	-	-	-	-	-
OM202924	-	-	7175	-	USA	-	-	-	-	-
OM202926	1	A	10773	-	USA	-	-	-	-	-
OM202927	1	A	10709	-	USA	-	-	-	-	-
OM202928	1	A	10707	-	USA	-	-	-	-	-
OM202929	-	-	10952	-	USA	-	-	-	-	-
OM202931	1	A	10718	-	USA	-	-	-	-	-
OM202932	-	-	10908	-	USA	-	-	-	-	-
OM202933	-	-	10901	-	USA	-	-	-	-	-
OM202936	-	-	10901	-	USA	-	-	-	-	-
ON032488	2	-	10968	-	Italy	Piemonte region	Corvus cornix	2020	SEP	7
ON032489	2	-	10984	-	Italy	Piemonte region	Accipiter gentilis	2020	SEP	1
ON032490	2	-	10980	-	Italy	Piemonte region	Accipiter gentilis	2021	AUG	19
ON032491	2	-	10999	-	Italy	Lombardi region	Corvus cornix	2021	AUG	18
ON032492	2	-	10986	-	Italy	Emilia-Romagna region	Pica pica	2021	AUG	26
ON032493	2	-	10999	-	Italy	Emilia-Romagna region	Accipiter gentilis	2021	AUG	29
ON032494	2	-	10999	-	Italy	Sardegna region	Accipiter gentilis	2021	AUG	10
ON032495	2	-	10984	-	Italy	Emilia-Romagna region	Corvus cornix	2021	SEP	16
ON032497	2	-	11000	-	Italy	Emilia-Romagna region	Garrulus glandarius	2021	AUG	3
ON032498	2	-	10991	-	Italy	Umbria region	Accipiter gentilis	2022	JAN	25
ON755223	2	-	10931	-	Netherlands	Province of Utrecht	Gallus gallus	2020	OCT	18
ON782107	1	A	10300	35891521	Brazil	"Abaiara, Ceara"	Equus caballus	2019	JAN	10
ON782108	1	A	10271	35891521	Brazil	"Itagiba, Bahia"	Equus caballus	2018	APR	21
ON782109	1	A	10300	35891521	Brazil	"Ipira, Bahia"	Equus caballus	2019	JUL	22
ON813210	1	A	10967	-	Senegal	Barkedji region	Culex neavei	2013	-	-
ON813211	1	A	10968	-	Senegal	Barkedji region	Culex poicilipes	2016	-	-
ON813212	1	A	10972	-	Senegal	Barkedji region	Culex neavei	2016	-	-
ON813213	1	A	10967	-	Senegal	Barkedji region	Culex bitaeniorhynchus	2016	-	-
ON813214	1	A	10960	-	Senegal	Barkedji region	Culex neavei	2012	-	-
ON813215	1	A	10962	-	Senegal	Barkedji region	Culex perfuscus	2012	-	-
ON813216	1	A	10959	-	Senegal	Barkedji region	Culex quinquefasciatus	2012	-	-
ON813217	2	-	10822	-	Senegal	Thille Boubacar region	Culex antennatus	2006	-	-
ON813218	2	-	11000	-	Senegal	Thille Boubacar region	Culex antennatus	2006	-	-
ON813219	2	-	11000	-	Senegal	Barkedji region	Aedes vexans	2006	-	-
ON813230	2	-	10979	-	Italy	Emilia-Romagna region	Corvus cornix	2021	-	-
ON813231	2	-	10946	-	Italy	Emilia-Romagna region	Pica pica	2021	-	-
ON813232	2	-	10926	-	Italy	Sardinia region	Accipiter gentilis	2021	-	-
ON994909	1	A	10724	-	USA	"Lexington,MA"	alpaca	2019	SEP	6
ON994910	1	A	10787	-	USA	"Brandford,CT"	crow	2021	SEP	19
OP009516	2	-	10801	35866436	Italy	-	Culex pipiens	2021	-	-
OP009517	2	-	10802	35866436	Italy	-	Culex pipiens	2021	-	-
OP009518	1	A	10796	35866436	Italy	-	wood pigeon	2021	-	-
OP009519	1	A	10826	35866436	Italy	-	wood pigeon	2021	-	-
OP009520	1	A	10827	35866436	Italy	-	collared dove	2021	-	-
OP009521	1	A	10827	35866436	Italy	-	Culex pipiens	2021	AUG	23
OP009522	1	A	10835	35866436	Italy	-	Culex pipiens	2021	AUG	16
OP009523	1	A	10827	35866436	Italy	-	Culex pipiens	2021	AUG	16
OP009524	1	A	10827	35866436	Italy	-	Culex pipiens	2021	AUG	16
OP009525	1	A	10753	35866436	Italy	-	Culex pipiens	2022	JUN	21
OP345107	2	-	10966	-	Russia	Volgograd	Homo sapiens	2019	-	-
OP345108	2	-	10969	-	Russia	Volgograd	Culex pipiens	2019	-	-
OP345226	2	-	10339	-	Uganda	-	Homo sapiens	2018	-	-
OP561452	2	-	10328	-	-	-	-	-	-	-
OP561453	2	-	10328	-	-	-	-	-	-	-
OP561454	2	-	10328	-	-	-	-	-	-	-
OP561455	2	-	10328	-	-	-	-	-	-	-
OP561456	2	-	10328	-	-	-	-	-	-	-
OP561457	2	-	10328	-	-	-	-	-	-	-
OP561458	2	-	10328	-	-	-	-	-	-	-
OP561459	2	-	10328	-	-	-	-	-	-	-
OP609790	1	A	10827	36331269	Italy	-	Homo sapiens	2022	JUL	4
OP609791	1	A	10767	36331269	Italy	-	Homo sapiens	2022	-	-
OP609792	1	A	10801	36331269	Italy	-	Homo sapiens	2022	-	-
OP609793	1	A	10827	36331269	Italy	-	Homo sapiens	2022	-	-
OP609794	1	A	10827	36331269	Italy	-	Homo sapiens	2022	-	-
OP609795	1	A	10762	36331269	Italy	-	Homo sapiens	2022	-	-
OP609796	1	A	10812	36331269	Italy	-	Homo sapiens	2022	-	-
OP609797	1	A	10761	36331269	Italy	-	Homo sapiens	2022	-	-
OP609798	1	A	10826	36331269	Italy	-	Homo sapiens	2022	-	-
OP609799	1	A	10813	36331269	Italy	-	Larus michahellis	2022	JUL	1
OP609800	1	A	10826	36331269	Italy	-	Passer domesticus	2022	JUL	4
OP609801	1	A	10825	36331269	Italy	-	Turdus merula	2022	JUL	8
OP609802	1	A	10824	36331269	Italy	-	Athene noctua	2022	JUL	12
OP609803	1	A	10827	36331269	Italy	-	Pica pica	2022	JUL	14
OP609804	1	A	10826	36331269	Italy	-	Garrulus glandarius	2022	JUL	20
OP609805	1	A	10826	36331269	Italy	-	Columba palumbus	2022	JUL	20
OP609806	1	A	10826	36331269	Italy	-	Egretta garzetta	2022	JUL	29
OP609807	1	A	10826	36331269	Italy	-	Pica pica	2022	JUL	29
OP609808	1	A	10826	36331269	Italy	-	Pica pica	2022	JUL	29
OP609809	1	A	10826	36331269	Italy	-	Corvus corone	2022	AUG	3
OP609810	1	A	10826	36331269	Italy	-	Culex pipiens	2022	AUG	4
OP609811	1	A	10825	36331269	Italy	-	Equus caballus	2022	AUG	4
OP609812	1	A	10818	36331269	Italy	-	Corvus corone	2022	AUG	7
OP609813	1	A	10827	36331269	Italy	-	Culex pipiens	2022	AUG	9
OP609814	1	A	10826	36331269	Italy	-	Culex pipiens	2022	AUG	11
OP609815	1	A	10827	36331269	Italy	-	Corvus corone	2022	AUG	17
OP617270	1	A	10978	-	Turkey	-	Homo sapiens	2018	-	-
OP643863	1	A	10300	-	Spain	-	Culex perexiguus	2020	-	-
OP643864	1	A	10300	-	Spain	-	Culex perexiguus	2021	-	-
OP734238	2	-	10892	-	Italy	Emilia Romagna	Pica pica	2022	AUG	10
OP734239	2	-	10912	-	Italy	Emilia Romagna	Corvus cornix	2022	AUG	10
OP734240	2	-	10913	-	Italy	Piemonte	Culex pipiens	2022	AUG	18
OP734241	2	-	10912	-	Italy	Piemonte	Culex pipiens	2022	AUG	25
OP734242	2	-	10878	-	Italy	Emilia Romagna	Athene noctua	2022	AUG	31
OP734243	2	-	10879	-	Italy	Emilia Romagna	Culex pipiens	2022	SEP	2
OP734244	2	-	10914	-	Italy	Veneto	Passer domesticus	2022	SEP	9
OP734262	1	A	10975	-	Italy	Veneto	Culex pipiens	2022	JUN	21
OP734263	1	A	10967	-	Italy	Veneto	Culex pipiens	2022	JUL	7
OP734265	1	A	10961	-	Italy	Veneto	Phalacrocorax carbo	2022	JUL	7
OP734266	1	A	10963	-	Italy	Emilia Romagna	Culex pipiens	2022	JUL	12
OP734267	1	A	10962	-	Italy	Emilia Romagna	Culex pipiens	2022	JUL	12
OP734268	1	A	10960	-	Italy	Veneto	Culex pipiens	2022	JUL	7
OP734269	1	A	10966	-	Italy	Veneto	Corvuscornix	2022	JUL	18
OP734270	1	A	10956	-	Italy	Emilia Romagna	Culex pipiens	2022	JUL	19
OP734271	1	A	10960	-	Italy	Veneto	Corvus cornix	2022	JUL	13
OP734272	1	A	10962	-	Italy	Veneto	Passer domesticus	2022	JUL	4
OP734273	1	A	10949	-	Italy	Friuli Venezia Giulia	Culex pipiens	2022	JUL	21
OP734274	1	A	10966	-	Italy	Veneto	Culex pipiens	2022	JUL	14
OP762592	2	-	10940	-	Netherlands	"Province of Utrecht, Haarzuilens"	-	2020	SEP	15
OP762593	2	-	10940	-	Netherlands	"Province of Utrecht, Haarzuilens"	Culex pipiens	2020	SEP	15
OP762594	2	-	10940	-	Netherlands	"Province of Utrecht, Haarzuilens"	-	2020	SEP	15
OP762595	2	-	10940	-	Netherlands	"Province of Utrecht, Haarzuilens"	Phylloscopus collybita	2020	SEP	27
OP762596	2	-	10790	-	Netherlands	"Province of Utrecht, Vleuten"	Passer domesticus	2020	SEP	26
OP762597	2	-	10944	-	Netherlands	"Province of Utrecht, Vleuten"	Gallus gallus	2020	OCT	18
OP810565	2	-	10417	-	Germany	-	Homo sapiens	2021	-	-
OP810566	2	-	10305	-	Germany	-	Culex pipiens	2021	JUL	29
OP810567	2	-	10305	-	Germany	-	Culex pipiens	2021	JUL	29
OP846971	1	A	10104	36560724	Senegal	-	Culex poicilipes	1989	-	-
OP846972	7	-	10104	36560724	Senegal	-	Mastomys erythroleucus	1993	-	-
OP846973	1	A	10104	36560724	Senegal	-	Culex neavei	1993	-	-
OP846974	1	A	10104	36560724	Senegal	-	Culex neavei	1996	-	-
OP846975	1	A	10104	36560724	Senegal	-	Aedes dalzieli	1996	-	-
OP846976	2	-	10092	36560724	Senegal	-	Culex poicilipes	1989	-	-
OP846977	1	A	10113	36560724	Senegal	-	Culex antennatus	1990	-	-
OP846978	1	A	10104	36560724	Senegal	-	Culex neavei	2012	-	-
OP846979	1	A	10104	36560724	Senegal	-	Culex neavei	2013	-	-
OP846980	1	A	10104	36560724	Senegal	-	Culex neavei	2017	-	-
OP846981	1	A	10104	36560724	Senegal	-	Homo sapiens	2018	-	-
OP846982	1	A	10104	36560724	Senegal	-	Culex perfuscus	2016	-	-
OP850021	1	A	10963	-	Italy	Lombardy	Corvus cornix	2022	SEP	12
OP850022	1	A	10966	-	Italy	Veneto	Pica pica	2022	AUG	12
OP850023	1	A	10960	-	Italy	Campania	Equus caballus	2022	OCT	3
OP850024	2	-	10913	-	Italy	Emilia Romagna	Garrulusglandarius	2022	AUG	4
OP850025	2	-	10913	-	Italy	Piedmont	Anopheles maculipennis	2022	AUG	24
OP850026	2	-	10913	-	Italy	Friuli Venezia Giulia	Culex pipiens	2022	SEP	1
OP850027	2	-	10873	-	Italy	Piedmont	Corvus cornix	2021	AUG	10
OP850028	2	-	10902	-	Italy	Emilia Romagna	Pica pica	2021	AUG	20
OP850029	2	-	10915	-	Italy	Emilia Romagna	Sylvia atricapilla	2021	OCT	24
OP870453	2	-	10095	36560724	Senegal	-	Mansonia uniformis	1989	-	-
OP870454	2	-	10095	36560724	Senegal	-	Culex antennatus	1989	-	-
OP870455	2	-	10095	36560724	Senegal	-	Culex antennatus	1990	-	-
OP870456	2	-	10095	36560724	Senegal	-	Culex neavei	1989	-	-
OP870457	2	-	10095	36560724	Senegal	-	Culex neavei	1990	-	-
OP870458	2	-	10095	36560724	Senegal	-	Culex tritaeniorhynchus	1990	-	-
OP870459	2	-	10095	36560724	Senegal	-	Mansonia uniformis	1998	-	-
OP870460	2	-	10095	36560724	Senegal	-	Culex antennatus	2003	-	-
OP870461	2	-	10095	36560724	Senegal	-	Aedes vexans	2002	-	-
OQ053515	2	-	10992	36680264	Greece	-	Homo sapiens	2022	AUG	31
OQ053516	2	-	10989	36680264	Greece	-	Homo sapiens	2022	AUG	19
OQ053517	2	-	10989	36680264	Greece	-	Culex pipiens	2022	AUG	16
